EntanglementId,EGNo,EventNo,StartDate,EndDate,EntanglementComment
706,1246,2,10/15/1989,6/27/1999,Adult female; > 3 year timeframe; MINOR
707,1162,1,9/14/1991,9/16/1994,Adult male; > 3 year timeframe; MINOR
708,1946,3,09/06/2005,1/16/2006,17 year old female; < 5 month timeframe; MODERATE
709,1990,1,8/28/1989,06/07/2003,"Adult, unknown sex; > 3 year timeframe; MODERATE"
710,2029,5,9/21/2003,8/26/2005,15 year old female; < 2 year timeframe; MINOR
711,2360,2,9/24/2004,4/19/2005,Adult female; < 1 year timeframe; MINOR
712,2614,1,01/01/1900,09/11/1997,1 year old female; < 2 year timeframe; MINOR
713,2630,3,1/24/2006,9/14/2006,Adult male; < 9 month timeframe; MODERATE
714,2645,3,2/28/2005,05/04/2005,9 year old female; < 3 month timeframe; MINOR
715,2710,3,9/25/2005,12/12/2005,9 year old female; < 3 month timeframe; MODERATE
716,2720,2,06/09/2005,01/02/2006,"Adult, unknown sex; < 6 month timeframe; MODERATE"
717,2760,3,08/08/2005,8/27/2006,Adult male; < 13 month timeframe; MODERATE
718,3020,1,5/31/2004,09/05/2005,Unknown age female; < 2 year timeframe; MINOR
719,3060,1,9/17/2002,09/12/2003,Unknown age and sex; < 1 year timeframe; MINOR
720,3060,2,9/17/2003,9/15/2004,Unknown age and sex; < 1 year timeframe; MODERATE
721,3111,3,2/23/2005,09/02/2005,4 year old male; < 7 month timeframe; MINOR
722,3603,1,2/28/2006,08/02/2006,"Calf, female; < 6 month timeframe; MINOR"
723,3610,1,2/15/2006,9/27/2006,Unknown age female; < 8 month timeframe; MODERATE; GEAR
724,3620,1,01/01/1900,12/04/2005,"Calf, male; < 1 month timeframe?; MODERATE"
725,3629,1,03/05/2006,4/22/2006,"Calf, male; < 2 month timeframe; MINOR"
726,3681,1,05/06/2006,08/05/2006,"Calf, unknown sex; < 3 month timeframe; MINOR?"
727,1152,2,09/06/2000,8/20/2003,Adult male; < 3 year timeframe; MINOR
728,3142,3,9/22/2003,08/04/2005,4 year old female; < 2 year timeframe; MINOR
729,3160,1,01/01/1900,9/17/2002,"1 year old, unknown age and sex; < 2 year timeframe; MINOR"
730,3208,2,9/24/2004,5/18/2005,3 year old male; < 8 month timeframe; MINOR
731,3123,1,05/05/2004,03/11/2005,4 year old female; < 1 year timeframe; MINOR
732,3130,1,9/15/2003,4/25/2004,3 year old female; < 8 month timeframe; MINOR
733,3503,1,01/01/1900,7/29/2005,"Calf, female; < 1 year timeframe; MINOR"
734,3508,1,01/01/1900,08/12/2005,"Calf, male; < 1 year timeframe; MINOR"
735,3508,2,9/25/2005,9/17/2006,1 year old male; < 1 year timeframe; MINOR
736,3513,1,01/01/1900,7/31/2005,"Calf, female; < 1 year timeframe; MINOR"
737,3515,1,05/06/2006,9/15/2006,1 year old female; < 4 month timeframe; MINOR
738,3520,1,01/01/1900,3/24/2006,1 year old female; < 2 year timeframe; MINOR
739,3532,1,5/19/2005,09/04/2005,"Calf, male; < 4 month timeframe; MINOR"
740,3540,1,5/19/2005,1/21/2006,1 year old female; < 9 month timeframe; MINOR
741,3541,1,01/01/1900,7/31/2005,"Calf, male; < 1 year timeframe; MINOR"
742,3541,2,09/04/2005,08/03/2006,1 year old male; < 1 year timeframe; MINOR
743,3545,1,09/06/2005,08/06/2006,1 year old male; < 1 year timeframe; MINOR
744,3550,1,3/20/2005,1/21/2006,"1 year old, unknown sex; < 1 year timeframe; MINOR"
745,3232,1,01/01/1900,06/04/2004,2 year old female; < 3 year timeframe; MINOR
746,3240,2,09/03/2003,05/05/2005,3 year old female; < 2 year timeframe; MINOR
747,3250,1,01/01/1900,05/04/2005,Unknown age male; unknown timeframe; MINOR
748,3270,2,5/15/2003,03/06/2005,Unknown age female; < 2 year timeframe; MINOR
749,3291,1,06/08/2005,2/16/2006,4 year old unknown sex; < 9 month timeframe; MINOR
750,3294,1,01/01/1900,7/20/2003,Unknown age and sex; unknown timeframe; MINOR
751,3510,1,9/28/2006,11/29/2006,1 year old male; < 3 month timeframe; MINOR
752,3570,1,5/19/2005,4/27/2006,1 year old unknown sex; < 1 year timeframe; MINOR
753,3579,1,6/20/2005,9/15/2006,1 year old male; < 2 year timeframe; MINOR
754,3401,1,09/02/2004,09/06/2005,1 year old male; < 13 month timeframe; MINOR
755,3401,2,9/19/2005,08/02/2006,2 year old male; < 1 year timeframe; MINOR
756,3405,1,06/04/2004,06/02/2005,1 year old female; < 1 year timeframe; MINOR
757,3414,1,01/01/1900,08/07/2005,1 year old male; < 2 year timeframe; MINOR
758,3414,2,9/28/2005,08/03/2006,2 year old male; < 1 year timeframe; MINOR
759,3420,1,01/01/1900,9/15/2006,2 year old female; < 3 year timeframe; MINOR
760,3421,1,12/30/2005,12/11/2006,2 year old male; < 1 year timeframe; MINOR
761,3423,1,01/01/1900,08/07/2005,1 year old male; < 2 year timeframe; MINOR
762,3423,2,10/02/2005,08/09/2006,2 year old male; < 1 year timeframe; MINOR
763,3390,1,01/01/1900,10/14/2003,Unknown age female; unknown timeframe; MINOR
764,3390,2,10/14/2003,9/14/2004,Unknown age female; < 1 year timeframe; MINOR
765,3390,3,9/14/2004,05/02/2005,Unknown age female; < 8 month timeframe; MODERATE
766,3303,1,01/01/1900,11/07/2003,"Calf, female; < 1 year timeframe; MINOR"
767,3301,1,01/01/1900,01/03/2005,2 year old male; < 3 year timeframe; MINOR
768,3310,1,9/18/2003,08/05/2004,1 year old male; < 1 year timeframe; MINOR
769,3125,1,9/19/2001,03/07/2002,1 year old male; < 6 month timeframe; MINOR
770,3150,2,9/17/2003,1/21/2005,4 year old male; < 2 year timeframe; MINOR
771,2760,2,9/14/2000,8/20/2003,Unknown age male; < 3 year timeframe; MINOR
772,2753,4,4/21/2003,8/14/2004,7 year old female; < 16 month timeframe; MINOR
773,2750,4,9/18/2003,09/06/2004,7 year old male; < 1 year timeframe; MINOR
774,2743,2,9/14/2000,8/20/2003,6 year old male; < 3 year timeframe; MINOR
775,3360,1,01/01/1900,1/25/2003,Unknown age female; unknown timeframe; MINOR
776,3360,2,9/28/2006,12/05/2006,Unknown age female; < 3 month timeframe; MINOR
777,3380,1,01/01/1900,09/01/2003,Unknown age and sex; unknown timeframe; MINOR
778,3380,2,09/07/2003,09/12/2004,Unknown age and sex; <13 month timeframe; MINOR
779,3351,2,05/10/2004,12/21/2004,1 year old male; < 7 month timeframe; MINOR
780,3314,2,9/24/2004,12/21/2004,2 year old female; < 3 month timeframe; GEAR; MODERATE
781,2660,2,06/08/2001,04/11/2006,10 year old female; > 3 year timeframe; MINOR
782,3340,2,08/02/2005,9/15/2006,3 year old male; < 2 year timeframe; MODERATE
783,3333,1,01/01/1900,8/26/2005,2 year old male; < 3 year timeframe; MINOR
784,3330,1,12/05/2003,08/12/2005,2 year old male; < 2 year timeframe; MINOR
785,3323,1,01/01/1900,08/09/2003,"Calf, male; < 1 year timeframe; MINOR"
786,3323,2,9/22/2004,2/16/2005,2 year old male; < 5 month timeframe; MINOR
788,3346,2,08/06/2005,8/24/2005,2 year old male; < 18 day timeframe; MINOR
789,3346,3,2/27/2006,04/11/2006,3 year old male; < 2 month timeframe; MODERATE
790,3445,2,8/19/2005,12/03/2005,1 year old female; < 4 month timeframe; GEAR; SEVERE
791,3442,1,01/01/1900,5/20/2005,1 year old male; < 2 year timeframe; MINOR
792,3466,1,01/01/1900,8/24/2005,1 year old male; < 2 year timeframe; MINOR
793,3460,1,01/01/1900,2/20/2005,1 year old unknown sex; < 2 year timeframe; MINOR
794,3460,2,03/04/2005,1/16/2006,2 year old unknown sex; < 1 year timeframe; MINOR
795,3470,1,01/01/1900,06/08/2005,Unknown age and sex; unknown timeframe; MODERATE
796,1033,2,3/29/1995,7/21/2001,Adult male; > 3 year timeframe; MINOR
797,3592,1,01/01/1900,1/22/2005,"Calf, female; < 2 month timeframe; MINOR"
798,1124,2,09/01/1988,6/13/2002,Adult male; > 3 year timeframe; MINOR
799,3504,1,05/05/2005,9/15/2006,1 year old male; < 2 year timeframe; MINOR
800,1160,2,8/22/1984,05/12/1988,Unknown age female; > 3 year timeframe; MINOR
801,1227,2,8/29/2003,2/16/2005,Adult male; < 2 year timeframe; MINOR
802,1176,1,9/13/1989,5/31/2004,Adult male; > 3 year timeframe; MINOR
803,1245,4,09/10/1997,07/01/1999,17 year old female; < 2 year timeframe; MINOR
804,1248,2,7/17/2005,01/10/2006,Adult female; < 6 month timeframe; MINOR
805,1280,1,9/20/1988,06/03/2002,"Adult, unknown sex; > 3 year timeframe; MINOR"
806,1281,2,09/11/1996,8/17/2000,Adult female; > 3 year timeframe; MINOR
807,1505,4,04/09/1996,7/18/1996,11 year old male; < 4 month timeframe; MINOR
808,1511,2,09/07/1989,8/15/1997,Adult male; > 3 year timeframe; MINOR
809,1514,3,6/28/2003,05/03/2005,Adult male; < 2 year timeframe; MINOR
810,1607,2,8/27/1993,6/29/1997,11 year old male; > 3 year timeframe; MINOR
811,3296,1,08/01/2002,05/06/2004,2 year old male; < 2 year timeframe; MINOR
812,3296,2,05/06/2004,09/12/2004,2 year old male; < 5 month timeframe; MINOR
813,3298,1,01/01/1900,08/09/2002,Unknown age and sex; unknown timeframe; MINOR
814,3440,1,01/01/1900,1/14/2004,Unknown age female; unknown timeframe; MINOR
815,3450,1,01/01/1900,9/27/2004,Unknown age female; unknown timeframe; MINOR
816,3591,1,01/01/1900,05/05/2005,Unknown age and sex; unknown timeframe; MINOR
817,3692,1,01/01/1900,4/27/2006,Unknown age and sex; unknown timeframe; MINOR
818,1818,1,01/01/1900,9/25/1995,Unknown age male; unknown timeframe; MINOR
819,1933,2,8/26/1997,07/07/2000,11 year old female; < 3 year timeframe; MINOR
820,3541,3,9/27/2006,12/18/2006,1 year old male; < 3 month timeframe; MODERATE
821,2143,2,8/27/1996,07/12/1997,6 year old female; < 1 year timeframe; MINOR
822,2340,5,7/15/2000,08/06/2005,Adult male; > 3 year timeframe; MINOR
823,2425,3,09/06/1997,2/15/1999,5 year old female; < 2 year timeframe; MINOR
824,2470,4,9/14/2002,8/18/2003,Adult male; < 1 year timeframe; MINOR
825,2503,2,9/17/2001,8/18/2006,11 year old female: > 3 year timeframe; MINOR
826,2912,1,9/26/2002,9/24/2004,5 year old female; < 2 year timeframe; MINOR
827,2912,2,9/24/2004,03/07/2005,6 year old female; < 6 month timeframe; MINOR
828,2920,2,9/24/2004,9/14/2006,Unknown age and sex; < 2 year timeframe; MODERATE
829,3140,1,9/25/2002,7/14/2005,4 year old male; < 3 year timeframe; MINOR
830,3229,1,01/01/1900,4/18/2004,2 year old male; < 3 year timeframe; MINOR
831,3290,2,5/20/2003,5/31/2004,2 year old female; < 13 month timeframe; MINOR
832,3290,3,5/31/2004,09/12/2004,2 year old female; < 4 month timeframe; MINOR
833,3108,1,01/01/1900,08/09/2003,2 year old female; < 3 year timeframe; MINOR
834,3442,2,9/28/2005,9/15/2006,2 year old male; < 1 year timeframe; MINOR
835,1970,1,09/12/1989,05/05/2002,Adult female; > 3 year timeframe; MINOR
836,3191,2,05/03/2000,9/20/2001,Unknown age male; < 2 year timeframe; MODERATE
837,3546,1,03/07/2005,4/27/2006,1 year old unkwown sex; < 2 year timeframe; MINOR
838,2212,5,09/12/1998,9/14/1998,6 year old male; < 2 day timeframe; GEAR; MINOR
839,2320,2,2/15/1993,8/24/1994,Unknown age female; < 2 year timeframe; GEAR; MINOR
840,3010,1,01/01/1900,8/26/2005,Unknown age female; unknown timeframe; MINOR
841,1042,1,01/01/1900,06/07/1987,Unknown age and sex; unknown timeframe; MINOR
842,1055,1,3/30/1998,06/06/2001,Adult male; > 3 year timeframe; SEVERE
843,1162,2,09/10/2000,5/15/2003,Adult male; < 3 year time frame; MINOR
844,1173,1,01/01/1900,8/23/1989,"Adult, unknown sex; unknown timeframe; MINOR"
845,1226,2,9/25/1984,8/31/1986,Unknown age male; < 2 year timeframe; MINOR
846,1208,1,01/01/1900,5/29/1989,Adult female; unknown timeframe; MINOR
847,1243,1,01/01/1900,06/11/1987,5 year old female; unknown timeframe; MINOR
848,1321,2,2/20/1989,12/08/1997,Adult female; > 3 year timeframe; MODERATE
849,1320,2,9/15/2006,2/24/2008,Adult male; < 2 year timeframe; MODERATE
850,1308,4,05/02/2005,12/11/2007,24 year old female; < 3 year timeframe; MINOR
851,1307,4,6/13/2008,09/05/2008,Adult male; < 3 month timeframe; MINOR
852,1026,2,8/13/1997,10/18/2007,27 year old male; > 3 year timeframe; MINOR
853,1032,4,9/18/2006,03/12/2007,Adult male; < 1 year timeframe; MINOR
854,1103,2,08/12/2005,04/11/2007,Adult male; < 2 year timeframe; MINOR
855,1122,3,9/14/2006,3/27/2008,Adult male; < 2 year timeframe; MODERATE
856,1140,2,05/08/2007,03/06/2008,Adult female; < 1 year timeframe; GEAR; MODERATE
857,1146,3,02/04/2008,10/08/2008,Adult male; < 9 month timeframe; MODERATE
858,1152,3,11/01/2006,03/12/2007,Adult male; < 5 month timeframe; MODERATE
859,1242,1,01/01/1900,08/07/1982,Unknown age female; unknown timeframe; MINOR
860,1241,2,4/22/2007,12/27/2007,25 year old female; < 1 year timeframe; MINOR
861,1245,5,7/29/2005,2/22/2007,25 year old female; < 2 year timeframe; MINOR
862,1173,2,06/08/2005,6/24/2007,"Adult, unknown sex; < 3 year timeframe; MINOR"
863,1170,6,9/27/2006,03/03/2007,26 year old male; < 6 month timeframe; MINOR
864,1419,2,9/15/2006,2/27/2007,Adult male; < 6 month timeframe; MINOR
865,1507,5,9/28/2006,2/27/2007,22 year old male; < 5 month timeframe; MINOR
866,3760,1,01/01/1900,09/04/2007,"Calf, unknown sex; < 1 year timeframe; MINOR"
867,3790,1,01/01/1900,09/10/2007,Unknown age and sex; unknown timeframe; MINOR
868,3790,2,9/14/2007,2/14/2008,Unknown age and sex; < 1 year timeframe; MINOR
869,3791,1,9/14/2007,12/27/2007,"1 year old, unknown sex; < 4 months timeframe; MINOR"
870,3714,1,9/30/2007,08/07/2008,1 year old male;< 1 year timeframe; MINOR
871,3745,1,02/07/2008,08/04/2008,1 year old male; < 6 months timeframe; MINOR
872,3742,1,01/01/1900,1/13/2007,"Calf, male; < 2 month timeframe; MINOR (changed timeframe from 1 year to 2 month ARK 1/14/14)"
873,3742,2,2/16/2008,05/01/2008,1 year old male;<3 months time frame; MINOR
874,3740,1,01/01/1900,8/14/2007,"Calf, male; < 1 year timeframe; MINOR"
875,3740,2,9/25/2007,2/20/2008,1 year old male;< 6 months timeframe; MINOR
876,3730,1,01/01/1900,04/11/2007,"Calf, female; <1 year timeframe; MINOR"
877,3730,2,4/22/2007,6/16/2007,"Calf, female; < 2 months timeframe; MINOR"
878,3725,1,12/05/2007,2/14/2008,1 year old female; < 3 months timeframe; MODERATE
879,3720,1,3/29/2008,11/12/2008,"1 year old, unknown sex; < 1 year timeframe; MINOR"
880,3705,1,01/01/1900,08/10/2007,"Calf, female; < 1 year timeframe; MINOR"
881,3701,1,12/11/2007,9/21/2008,"1 year old, unknown sex; < 1 year timeframe; MINOR"
882,2503,3,9/28/2006,2/22/2007,12 year old female; < 6 months timeframe; MINOR
883,2503,4,9/14/2007,09/05/2008,13 year old female; < 1 year timeframe; MINOR
884,2541,2,9/17/2007,03/05/2008,13 year old male; < 6 months timeframe; MINOR
885,3712,1,01/01/1900,07/03/2007,"Calf, unknown sex; < 1 year timeframe; MINOR"
886,3712,2,9/19/2007,2/24/2008,"1 year old, unknown sex; < 6 months timeframe; MODERATE?"
887,3710,1,06/07/2007,8/14/2007,"Calf, male; < 3 months timeframe; SEVERE"
888,2440,3,3/31/2007,12/09/2007,13 year old male; < 1 year timeframe; MINOR
889,2370,1,4/15/2006,03/06/2008,"Adult, unknown sex; < 2 years timeframe; MINOR"
890,2427,5,06/07/2007,02/02/2008,14 year old male; < 1 year timeframe; MINOR
891,3320,1,01/01/1900,08/02/2005,Unknown age female; unknown timeframe; MINOR
892,3780,1,01/01/1900,2/20/2007,unknown age female; unknown timeframe; MINOR
893,2029,6,9/28/2006,03/09/2007,17 year old female; < 6 months timeframe; GEAR; SEVERE
894,2215,2,2/27/2007,3/24/2008,16 year old male; < 2 year timeframe; MINOR
895,3823,1,01/01/1900,08/06/2008,"Calf, unknown sex; < 1 year timeframe; MINOR"
896,3832,1,01/01/1900,08/03/2008,"Calf, male; < 1 year timeframe; MINOR"
897,3853,1,5/30/2008,08/06/2008,"Calf, unknown sex; < 3 month timeframe; MINOR"
898,3890,1,03/11/2008,04/10/2008,"Calf, female; < 1 month timeframe; MINOR"
899,3843,1,03/10/2008,08/06/2008,"Calf, male; < 5 months timeframe; MINOR"
900,3802,1,03/03/2008,04/09/2008,"Calf, unknown sex; < 2 month timeframe; MINOR"
902,1970,2,05/05/2002,05/02/2005,Adult female; < 3 year timeframe; MINOR
903,2123,6,9/17/2006,03/01/2007,16 year old female; < 6 month timeframe; MODERATE
904,2110,4,9/14/2006,9/24/2008,17 year old male; < 3 year timeframe; SEVERE
905,1934,2,5/24/2006,3/30/2007,18 year old female; < 1 year timeframe; MINOR
906,1818,2,8/27/2006,11/24/2008,Adult male; < 3 year timeframe; MODERATE
907,1715,1,01/01/1900,9/28/1997,"Adult, unknown sex; unknown timeframe; MODERATE"
908,1980,2,06/07/2007,02/03/2008,"Adult male; <1 year timeframe; GEAR, SEVERE"
909,1971,2,9/15/2006,3/31/2007,18 year old male; < 1 year timeframe; MINOR
910,1960,2,11/29/2006,08/10/2007,Adult male; <1 year timeframe; MINOR
911,1911,4,4/27/2006,02/02/2007,18 year old female; < 1 year timeframe; MINOR
912,1710,1,01/01/1900,05/01/2001,Adult female; unknown timeframe; MODERATE
913,1708,2,04/11/2007,05/07/2008,21 year old male; < 2 year timeframe; MINOR
914,1317,3,10/31/2007,10/31/2008,25 year old male; 1 year timeframe; MINOR
915,1203,3,06/09/2005,2/27/2007,Adult male; < 2 year timeframe; MINOR
916,1303,3,9/13/2005,4/25/2007,Adult female; < 2 year timeframe; MINOR
917,1226,3,6/24/2007,9/20/2008,Adult male; < 2 year timeframe; MINOR
918,1204,1,06/08/2005,4/21/2007,Adult female; < 2 year timeframe; MINOR
919,1513,3,4/27/2006,3/24/2007,"Adult, unknown sex; < 1 year timeframe: MINOR"
920,1250,2,09/10/2007,05/07/2008,26 year old male; < 1 year timeframe; MINOR
921,1278,1,6/21/2007,03/05/2008,Adult male; < 1 year timeframe; MODERATE
922,1701,4,09/02/2004,4/17/2005,18 year old female; < 1 year timeframe; MODERATE
923,1503,4,9/28/2006,2/21/2008,23 year old female; < 2 year timeframe; MINOR
924,3523,1,09/03/2006,5/29/2007,2 year old female; < 1 year timeframe; MINOR
925,3523,2,9/13/2007,4/14/2008,3 year old female; < 1 year timeframe; MINOR
926,3520,2,9/15/2006,02/02/2007,2 year old female; < 5 month timeframe; MODERATE
927,3515,2,05/07/2007,6/30/2007,2 year old female; < 2 months timeframe; MINOR
928,3504,2,12/11/2006,1/28/2008,3 year old male; < 2 year timeframe; MINOR
929,3503,2,09/03/2006,03/12/2007,2 year old female; < 1 year timeframe; MINOR
930,3503,3,9/19/2007,02/02/2008,3 year old female; < 5 month timeframe; MINOR
931,3142,5,03/06/2008,8/22/2008,7 year old female; < 6 month timeframe; MINOR
932,3130,2,9/19/2007,12/04/2007,6 year old female; < 3 month timeframe; MINOR
933,3123,2,9/17/2007,12/14/2007,7 year old female; < 3 month timeframe; MINOR
934,3120,2,9/18/2006,9/16/2008,7 year old female; < 2 year timeframe; MINOR
935,3111,4,10/03/2005,04/10/2008,7 year old male; < 3 year timeframe; MINOR
936,3192,1,1/29/2006,5/13/2007,Unknown age male; < 2 year timeframe; MINOR
937,3160,2,03/09/2007,4/19/2008,"7 year old, unknown sex; < 2 year timeframe; MINOR"
938,3140,2,10/03/2005,05/08/2007,6 year old male; < 2 year timeframe; MINOR
939,2830,3,9/24/2004,8/24/2005,Unknown age male; < 1 year timeframe; MODERATE
940,2791,4,09/04/2005,08/05/2006,Adult female; < 1 year timeframe; MINOR
941,2791,5,9/28/2006,5/22/2007,Adult female; < 1 year timeframe; MINOR
942,3670,1,01/01/1900,04/12/2006,"Calf, female; < 1 year timeframe; MINOR"
943,3691,1,05/07/2007,8/20/2007,1 year old female; < 4 month timeframe; MINOR
944,3681,2,9/19/2007,12/28/2007,"2 year old, unknown sex; < 4 month timeframe; MINOR"
945,3680,1,01/01/1900,1/24/2006,Unknown age male; unknown timeframe; MINOR
946,3680,2,03/08/2007,5/30/2007,Unknown age male; <3 month timeframe; MINOR
947,3651,1,01/01/1900,08/03/2006,"Calf, male; < 1 year timeframe; MINOR"
948,3650,1,9/16/2006,4/22/2007,1 year old female; < 1 year timeframe; MINOR
949,3648,1,9/16/2006,06/07/2007,1 year old male; < 1 year timeframe; MINOR
950,3646,1,09/03/2006,08/10/2007,1 year old female; < 1 year timeframe; MINOR
951,3623,1,9/27/2006,1/24/2007,1 year old male; < 4 month timeframe; MODERATE
952,2750,5,12/11/2006,3/30/2007,10 year old male; < 4 month timeframe; MINOR
953,3603,2,9/28/2006,08/05/2007,1 year old female; < 1 year timeframe; SEVERE
954,2743,3,4/26/2007,1/22/2008,11 year old male; < 1 year timeframe; MINOR
955,2740,3,5/27/2007,1/22/2008,11 year old male; < 1 year timeframe; MINOR
956,2710,4,5/30/2007,8/27/2007,10 year old female; < 3 month timeframe; MODERATE
957,3617,1,05/07/2007,8/21/2007,1 year old male; < 4 month timeframe; MINOR
958,3630,1,5/30/2007,08/06/2007,"1 year old, unknown sex; < 3 months timeframe; MINOR"
959,3629,2,9/28/2006,1/13/2007,1 year old male; < 4 month timeframe; MODERATE
960,3640,1,01/01/1900,9/16/2006,Unknown age male; unknown timeframe; MINOR
961,3640,2,11/01/2006,2/13/2007,Unknown age male; < 4 month timeframe; MINOR
962,3611,1,03/03/2006,08/03/2006,"Calf, unknown sex; < 6 month timeframe; MINOR"
963,3611,2,9/30/2007,9/20/2008,"2 year old, unknown sex; < 1 year timeframe; MINOR"
964,2645,4,9/17/2007,01/12/2008,12 year old female; < 4 month timeframe; GEAR; MINOR
965,3532,2,9/28/2006,2/27/2007,2 year old male; < 6 month timeframe: MINOR
966,3530,1,12/19/2007,1/29/2008,Unknown age male; < 2 month timeframe; SEVERE
967,3545,2,6/16/2007,08/11/2007,2 year old male; < 2 month timeframe; MODERATE
968,3546,2,05/08/2006,02/02/2007,2 year old unknown sex; < 1 year timeframe; MINOR
969,3579,2,9/15/2006,08/06/2007,2 year old male; < 1 year timeframe; MINOR
970,3579,3,9/30/2007,01/07/2008,3 year old male; < 4 month timeframe; MINOR
971,1249,2,4/21/2008,05/07/2008,26 year old male; < 1 month timeframe; GEAR; MINOR
972,2540,2,05/04/2005,3/23/2007,Adult male; < 2 year timeframe; MINOR
973,2753,6,9/19/2007,12/05/2007,11 year old female; < 3 month timeframe; MINOR
974,3060,3,04/11/2006,3/13/2007,Unknown age and sex; < 1 year timeframe; MODERATE
975,2950,2,6/25/2007,3/14/2008,Adult male; < 1 year timeframe; MINOR?
976,2950,1,01/01/1900,5/14/1999,Unknown age male; unknown timeframe; MINOR
977,2910,2,4/22/2005,02/07/2007,Adult male; < 2 year timeframe; MODERATE
978,3115,2,10/10/2002,01/11/2005,4 year old female; < 3 year timeframe; MINOR
979,3115,3,2/16/2005,4/25/2007,6 year old female; < 3 year timeframe; MINOR
980,3260,1,9/15/2006,04/11/2007,Unknown age female; < 7 month timeframe; MINOR
981,3260,2,04/11/2007,05/08/2007,Unknown age female; < 1 month timeframe; GEAR; MINOR
982,3240,3,9/15/2006,4/26/2007,5 year old female; < 8 month timeframe; MODERATE
983,3230,1,01/01/1900,08/12/2005,3 year old female; unknown timeframe; MINOR
984,3292,2,09/07/2006,2/25/2007,5 year old female; < 6 month timeframe; MINOR
985,3270,3,5/24/2006,2/22/2007,Unknown age female; < 1 year timeframe; MODERATE
986,3298,2,04/11/2006,4/21/2008,Unknown age and sex; < 3 year timeframe; MINOR
987,3297,1,4/15/2006,2/21/2007,Unknown age and sex; < 1 year timeframe; MINOR
988,3297,2,4/22/2007,05/01/2008,Unknown age and sex; < 2 year timeframe; MINOR
989,3294,2,11/05/2006,03/03/2007,Unknown age and sex; < 4 month timeframe; MODERATE
990,3294,3,4/14/2008,12/08/2008,Unknown age and sex; < 8 month timeframe; GEAR; SEVERE
991,3293,1,01/01/1900,9/18/2006,Unknown age female; unknown timeframe; MINOR
992,3208,3,9/27/2006,3/21/2007,5 year old male; < 6 month timeframe; MINOR
993,3440,2,9/18/2006,11/05/2006,Unknown age female; < 2 month timeframe; MODERATE
994,3440,3,9/30/2007,09/05/2008,Unknown age female; < 1 year timeframe; MINOR
995,3430,2,6/25/2007,12/28/2007,4 year old female; < 7 month timeframe; MINOR
996,3411,1,2/15/2006,01/04/2007,3 year old female; < 1 year timeframe; MODERATE
997,3450,2,9/27/2006,03/09/2007,Unknown age female; < 6 month timeframe; MINOR
998,2430,3,4/27/2006,12/23/2006,Adult female; < 9 month timeframe; MINOR
999,2460,2,01/08/2001,4/21/2004,Adult female; > 3 year timeframe; MINOR
1000,3460,3,3/13/2007,05/08/2007,3 year old unknown sex; < 2 month timeframe; MINOR
1001,3460,4,9/17/2007,1/22/2008,4 year old unknown sex; < 5 month timeframe; MODERATE
1002,3139,1,01/01/1900,1/24/2001,"Calf, female; < 2 month timeframe; MODERATE (changed timeframe from 6 to 2 months ARK 1/14/14)"
1003,3541,4,1/27/2007,6/18/2007,2 year old male; < 5 month timeframe; MINOR
1004,3540,2,4/14/2006,1/13/2007,2 year old female; < 1 year timeframe; MINOR
1005,3392,1,01/01/1900,07/09/2003,Unknown age and sex; unknown timeframe; GEAR; MINOR
1006,3311,1,01/01/1900,01/11/2005,2 year old unknown sex; unknown timeframe; MINOR
1007,3311,2,1/24/2006,1/28/2008,5 year old unknown sex; < 3 year timeframe; MODERATE
1008,3301,2,9/28/2006,06/06/2007,4 year old male; < 1 year timeframe; MODERATE
1009,3308,1,9/28/2006,2/21/2007,4 year old male; < 5 month timeframe; MINOR
1010,3333,2,9/14/2007,1/29/2008,5 year old male; < 5 month timeframe; GEAR; SEVERE
1011,3340,3,02/08/2007,02/12/2007,4 year old male; < 4 day timeframe; MODERATE
1012,3351,3,9/17/2006,08/07/2007,4 year old male; < 1 year timeframe; MINOR
1013,3346,4,3/18/2008,11/04/2008,5 year old male; < 8 month timeframe; MINOR
1014,3343,1,01/01/1900,08/12/2003,"Calf, male; < 1 year timeframe; MINOR"
1015,3343,2,9/17/2006,02/02/2007,4 year old male; < 5 month timeframe; MINOR
1016,3314,1,12/29/2002,1/18/2003,"Calf, female; < 20 day timeframe; MINOR"
1017,3314,3,9/18/2006,02/08/2007,4 year old female; < 5 month timeframe; MINOR
1018,3314,4,7/14/2007,12/07/2007,5 year old female; < 5 month timeframe; MODERATE
1019,3317,2,9/28/2006,01/06/2007,4 year old female; < 4 month timeframe; MINOR
1020,3317,3,6/25/2008,09/05/2008,5 year old female; < 3 month timeframe; MODERATE
1021,3329,2,1/27/2007,2/27/2007,4 year old female; < 1 month timeframe; MODERATE
1022,2611,4,05/05/2005,9/15/2006,10 year old female; < 2 year timeframe; MODERATE
1023,2753,5,8/14/2005,03/05/2006,9 year old female; < 7 month timeframe; MINOR
1024,3142,4,9/27/2006,5/30/2007,6 year old female; < 1 year timeframe; MINOR
1025,1203,2,10/03/1995,07/12/1996,Adult male; < 1 year timeframe; MINOR
1026,3430,1,04/03/2006,01/04/2007,3 year old female; < 1 year timeframe; MINOR
1027,1019,3,3/15/2009,7/18/2009,Adult male; < 5 month timeframe; GEAR; SEVERE
1028,1151,3,8/28/2009,09/03/2009,Adult female; <6 day timeframe; GEAR; MODERATE
